"house.num","personid","age","gender","wgt_kg","pork","beef","apple","cabbage","water","dtxsid","source","m.ing.pork","m.ing.beef","m.ing.apple","m.ing.cabbage","m.ing.water","m.abs.pork","m.abs.beef","m.abs.apple","m.abs.cabbage","m.abs.water"
824,"56302_1",60,"M",85.4,639.7,0,640.5,15.63,15.63,"DTXSID2021781","foodcontact",0,0,0,0,0,0,0,0,0,0
824,"56302_1",60,"M",85.4,639.7,0,640.5,15.63,15.63,"DTXSID3020205","foodcontact",0,0,0,0,0,0,0,0,0,0
824,"56302_1",60,"M",85.4,639.7,0,640.5,15.63,15.63,"DTXSID7021360","foodcontact",0,0,0,0,0,0,0,0,0,0
824,"56302_1",60,"M",85.4,639.7,0,640.5,15.63,15.63,"DTXSID8020462","foodcontact",0,0,0,0,0,0,0,0,0,0
824,"56302_1",60,"M",85.4,639.7,0,640.5,15.63,15.63,"DTXSID8020913","foodcontact",0,0,0,0,0,0,0,0,0,0
824,"56302_1",60,"M",85.4,639.7,0,640.5,15.63,15.63,"DTXSID2021781","residue",0,0,0,0,0,0,0,0,0,0
824,"56302_1",60,"M",85.4,639.7,0,640.5,15.63,15.63,"DTXSID3020205","residue",0,0,0,0,0,0,0,0,0,0
824,"56302_1",60,"M",85.4,639.7,0,640.5,15.63,15.63,"DTXSID7021360","residue",0,0,0,0,0,0,0,0,0,0
824,"56302_1",60,"M",85.4,639.7,0,640.5,15.63,15.63,"DTXSID8020462","residue",0,0,0,0,0,0,0,0,0,0
824,"56302_1",60,"M",85.4,639.7,0,640.5,15.63,15.63,"DTXSID8020913","residue",0,0,0,0,0,0,0,0,0,0
